vid,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
LyricVideo_480P-0f72,LyricVideo,480,129,2.064,2.125,1.939,2.294,0.695,0.542,0.661,0.622,848,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-1484,LyricVideo,480,113,3.145,3.713,3.68,2.491,0.67,0.509,0.538,0.984,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-1533,LyricVideo,480,127,3.031,3.053,3.162,3.466,0.63,0.693,0.718,0.513,854,480,yuv420p,24.149,NaN,NaN,NaN
LyricVideo_480P-1ea4,LyricVideo,480,125,3.622,3.708,3.376,3.382,0.459,0.472,0.498,0.518,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-200a,LyricVideo,480,121,3.063,3.158,2.942,2.902,0.678,0.677,0.629,0.651,640,480,yuv420p,25,NaN,NaN,NaN
LyricVideo_480P-2c50,LyricVideo,480,129,2.985,2.836,2.866,2.961,0.696,0.637,0.651,0.582,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-3b2c,LyricVideo,480,123,3.472,3.322,3.296,3.274,0.535,0.57,0.607,0.559,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-3ccf,LyricVideo,480,105,2.639,2.465,2.494,2.342,0.645,0.463,0.596,0.513,640,480,yuv420p,25,NaN,NaN,NaN
LyricVideo_480P-4346,LyricVideo,480,129,3.193,2.105,3.244,3.537,0.616,0.76,0.471,0.485,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-51e4,LyricVideo,480,129,3.179,3.106,3.124,3.141,0.573,0.657,0.608,0.614,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-5c17,LyricVideo,480,123,3.344,3.437,3.29,2.876,0.5,0.707,0.686,0.771,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-6385,LyricVideo,480,109,2.535,2.385,2.342,2.422,0.664,0.526,0.609,0.674,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-6f34,LyricVideo,480,111,3.661,3.712,3.678,3.573,0.477,0.58,0.661,0.562,854,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_480P-6fca,LyricVideo,480,137,2.572,2.448,2.397,2.289,0.754,0.563,0.569,0.645,848,480,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_480P-7919,LyricVideo,480,107,2.508,2.452,2.51,2.54,0.514,0.531,0.498,0.561,640,480,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-068d,LyricVideo,720,123,3.825,4.041,3.975,4.084,0.577,0.676,0.683,0.618,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-081c,LyricVideo,720,136,4.19,3.967,3.869,4.028,0.558,0.543,0.575,0.612,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-0940,LyricVideo,720,118,3.045,3.259,3.037,2.998,0.631,0.557,0.622,0.601,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-09ed,LyricVideo,720,129,3.026,2.762,3.176,3.907,0.762,0.733,0.701,0.658,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-0ae4,LyricVideo,720,121,3.717,3.563,3.682,3.673,0.479,0.541,0.507,0.489,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-1c89,LyricVideo,720,140,3.93,3.83,3.873,3.943,0.517,0.532,0.497,0.528,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-2d24,LyricVideo,720,131,4.199,4.064,4.045,3.981,0.672,0.684,0.674,0.743,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-2f12,LyricVideo,720,130,3.956,4.052,4.141,4.08,0.518,0.599,0.599,0.633,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-36fb,LyricVideo,720,122,3.839,3.886,3.78,3.778,0.512,0.459,0.515,0.504,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-38ee,LyricVideo,720,151,4.088,3.941,3.938,3.913,0.583,0.505,0.539,0.51,1280,720,yuv420p,25,NaN,NaN,NaN
LyricVideo_720P-4253,LyricVideo,720,137,4.066,3.784,3.86,3.823,0.656,0.541,0.544,0.61,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
LyricVideo_720P-47a9,LyricVideo,720,112,2.816,2.331,2.258,2.727,0.852,1.005,0.925,0.822,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
LyricVideo_720P-59ed,LyricVideo,720,135,4.315,4.278,4.326,4.322,0.522,0.587,0.532,0.529,1280,720,yuv420p,50,NaN,NaN,NaN
LyricVideo_720P-5d3a,LyricVideo,720,127,3.939,4.266,4.298,4.366,0.513,0.479,0.595,0.447,960,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-63c3,LyricVideo,720,137,4.315,4.189,4.181,4.183,0.551,0.597,0.637,0.554,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-6f0c,LyricVideo,720,116,2.803,2.506,2.678,2.682,0.734,0.661,0.733,0.712,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-6fc9,LyricVideo,720,124,2.671,2.364,2.426,2.427,0.568,0.491,0.488,0.474,1280,720,yuv420p,30,NaN,NaN,NaN
LyricVideo_720P-7003,LyricVideo,720,110,3.615,3.654,3.612,3.704,0.545,0.566,0.534,0.488,1280,720,yuv420p,25,NaN,NaN,NaN
LyricVideo_720P-739a,LyricVideo,720,125,2.877,2.772,2.563,2.667,0.708,0.774,0.692,0.667,1280,720,yuv420p,25,NaN,NaN,NaN
LyricVideo_720P-74a0,LyricVideo,720,136,4.415,4.252,4.203,4.206,0.425,0.56,0.602,0.513,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
LyricVideo_720P-7f44,LyricVideo,720,142,4.196,4.118,4.16,4.202,0.574,0.677,0.612,0.627,1280,720,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-04b6,MusicVideo,1080,129,4.288,4.126,4.155,4.07,0.464,0.417,0.379,0.464,1920,1080,yuv422p10le,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-0706,MusicVideo,1080,130,4.084,3.881,3.85,3.8,0.617,0.607,0.61,0.474,1920,1080,yuv422p10le,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-0860,MusicVideo,1080,128,3.963,3.984,3.978,4.103,0.542,0.538,0.528,0.419,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-106d,MusicVideo,1080,112,3.259,3.44,3.078,2.945,0.727,0.531,0.64,0.64,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-16e6,MusicVideo,1080,139,4.349,4.474,4.548,4.592,0.572,0.479,0.473,0.418,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-18f5,MusicVideo,1080,116,3.829,3.793,3.247,3.751,0.563,0.531,0.665,0.601,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-1a53,MusicVideo,1080,124,3.577,3.279,3.197,3.27,0.574,0.771,0.759,0.774,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-24f5,MusicVideo,1080,144,4.283,4.346,4.3,4.222,0.478,0.506,0.485,0.575,1920,1080,yuv420p,24,NaN,NaN,NaN
MusicVideo_1080P-2b2b,MusicVideo,1080,136,4.436,4.51,4.51,4.484,0.445,0.427,0.443,0.422,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-2d1c,MusicVideo,1080,108,3.616,3.585,3.694,3.685,0.506,0.535,0.482,0.461,1440,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-34ff,MusicVideo,1080,118,3.658,3.474,3.452,3.308,0.505,0.508,0.498,0.515,1440,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-3a50,MusicVideo,1080,119,3.69,3.558,3.38,3.498,0.564,0.57,0.769,0.623,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-453f,MusicVideo,1080,133,4.372,4.622,4.568,4.481,0.59,0.436,0.455,0.508,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-4671,MusicVideo,1080,129,3.083,3.008,3.009,3.395,0.661,0.592,0.551,0.524,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-4b61,MusicVideo,1080,117,3.885,3.83,3.735,3.862,0.59,0.647,0.62,0.499,1920,1080,yuva444p10le,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-5072,MusicVideo,1080,144,4.19,4.021,3.997,4.045,0.594,0.514,0.478,0.526,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-55af,MusicVideo,1080,122,3.748,3.686,3.846,3.906,0.523,0.474,0.433,0.523,1920,1080,yuv422p10le,24,NaN,NaN,NaN
MusicVideo_1080P-59c4,MusicVideo,1080,123,3.529,3.286,3.386,3.362,0.585,0.704,0.737,0.728,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-5f03,MusicVideo,1080,116,3.265,3.18,3.002,2.748,0.67,0.664,0.658,0.783,1920,1080,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_1080P-6260,MusicVideo,1080,110,3.042,2.613,2.003,2.833,0.66,0.8,0.807,0.736,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-65c6,MusicVideo,1080,107,4.066,3.973,4.223,4.013,0.407,0.524,0.571,0.478,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-6c1d,MusicVideo,1080,142,4.323,4.3,4.356,4.262,0.512,0.565,0.449,0.483,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-6c88,MusicVideo,1080,110,3.318,2.991,2.933,2.756,0.516,0.586,0.656,0.595,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-6fb1,MusicVideo,1080,116,3.492,3.501,3.676,3.786,0.533,0.507,0.528,0.504,1440,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-7265,MusicVideo,1080,115,3.566,3.595,3.551,3.124,0.516,0.52,0.549,0.799,1920,1080,yuv420p,25,NaN,NaN,NaN
MusicVideo_1080P-7706,MusicVideo,1080,126,2.925,2.917,3.05,2.978,0.774,0.696,0.693,0.759,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_1080P-7736,MusicVideo,1080,135,4.371,4.539,4.442,4.551,0.551,0.417,0.465,0.433,1920,1080,yuv420p,50,NaN,NaN,NaN
MusicVideo_1080P-7f2e,MusicVideo,1080,109,3.75,3.772,3.633,3.588,0.576,0.697,0.63,0.577,1920,1080,yuv422p10le,24,NaN,NaN,NaN
MusicVideo_360P-08cb,MusicVideo,360,126,3.401,3.307,3.135,2.926,0.584,0.446,0.589,0.628,640,360,yuv420p,24.956,NaN,NaN,NaN
MusicVideo_360P-17e4,MusicVideo,360,123,3.233,3.317,3.121,3.143,0.635,0.546,0.664,0.625,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-24b0,MusicVideo,360,113,3.512,3.283,2.96,3.394,0.539,0.697,0.715,0.525,640,360,yuv420p,30,NaN,NaN,NaN
MusicVideo_360P-2a75,MusicVideo,360,123,2.754,2.922,2.864,2.939,0.759,0.654,0.684,0.715,642,360,yuv420p,30.638,NaN,NaN,NaN
MusicVideo_360P-2fcb,MusicVideo,360,128,3.619,3.683,3.602,3.693,0.51,0.457,0.436,0.457,640,360,yuv420p,25,NaN,NaN,NaN
MusicVideo_360P-462f,MusicVideo,360,116,3.51,3.653,3.364,3.07,0.487,0.586,0.576,0.624,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-4de7,MusicVideo,360,127,2.968,2.982,2.837,2.839,0.589,0.571,0.545,0.556,480,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-5358,MusicVideo,360,125,3.069,2.63,2.88,2.909,0.612,0.524,0.667,0.609,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-5578,MusicVideo,360,120,2.873,2.751,2.638,2.664,0.665,0.62,0.663,0.639,480,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-5699,MusicVideo,360,116,3.776,3.714,3.744,3.638,0.422,0.479,0.476,0.478,640,360,yuv420p,30,NaN,NaN,NaN
MusicVideo_360P-5f07,MusicVideo,360,120,2.921,2.683,2.918,2.763,0.629,0.503,0.554,0.477,640,360,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_360P-5f8d,MusicVideo,360,103,2.437,2.202,2.374,2.1,0.574,0.556,0.59,0.533,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-648c,MusicVideo,360,115,3.272,2.998,2.928,2.86,0.68,0.713,0.749,0.822,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_360P-7b94,MusicVideo,360,107,2.44,2.24,2.259,2.392,0.524,0.627,0.604,0.75,640,360,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_480P-001f,MusicVideo,480,119,3.377,3.253,3.05,3.31,0.469,0.576,0.522,0.493,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-0448,MusicVideo,480,107,3.453,3.468,3.164,3.13,0.523,0.556,0.611,0.598,640,480,yuv420p,24.962,NaN,NaN,NaN
MusicVideo_480P-12fb,MusicVideo,480,115,3.059,3.16,3.198,3.117,0.611,0.515,0.483,0.602,640,480,yuv420p,25,NaN,NaN,NaN
MusicVideo_480P-184c,MusicVideo,480,113,3.726,3.721,3.768,3.678,0.478,0.412,0.448,0.43,640,480,yuv420p,25,NaN,NaN,NaN
MusicVideo_480P-1eee,MusicVideo,480,132,3.061,2.838,3.025,3.106,0.587,0.539,0.579,0.548,640,480,yuv420p,30,NaN,NaN,NaN
MusicVideo_480P-2de0,MusicVideo,480,137,3.47,3.395,3.361,3.408,0.525,0.559,0.491,0.476,656,480,yuv420p,25,NaN,NaN,NaN
MusicVideo_480P-3aa2,MusicVideo,480,109,2.767,2.474,2.289,2.497,0.742,0.529,0.531,0.59,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-3c8b,MusicVideo,480,119,2.908,2.69,2.713,2.729,0.666,0.762,0.764,0.751,640,480,yuv410p,25,NaN,NaN,NaN
MusicVideo_480P-41ce,MusicVideo,480,119,3.766,3.764,3.67,3.613,0.468,0.481,0.423,0.509,720,480,yuv411p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-4802,MusicVideo,480,127,4.268,4.343,4.34,4.328,0.504,0.495,0.457,0.474,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-483b,MusicVideo,480,119,1.539,1.61,1.644,1.507,0.702,0.807,0.837,0.741,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-4cc8,MusicVideo,480,127,3.346,3.492,3.458,3.428,0.692,0.623,0.533,0.559,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-5461,MusicVideo,480,149,4.272,4.279,4.185,4.031,0.482,0.442,0.526,0.486,854,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-5830,MusicVideo,480,120,3.045,3.005,2.889,2.702,0.636,0.595,0.658,0.593,640,480,yuv420p,30,NaN,NaN,NaN
MusicVideo_480P-6026,MusicVideo,480,121,3.033,2.813,2.877,2.774,0.608,0.463,0.508,0.485,640,480,yuv420p,30,NaN,NaN,NaN
MusicVideo_480P-61ba,MusicVideo,480,140,1.756,1.349,1.581,1.633,0.864,0.5,0.711,0.714,720,480,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_480P-66b2,MusicVideo,480,124,2.709,2.626,1.951,2.057,0.843,0.836,0.706,0.858,640,480,yuv420p,15,NaN,NaN,NaN
MusicVideo_480P-6fb6,MusicVideo,480,115,3.611,3.564,3.47,3.662,0.548,0.497,0.531,0.549,640,480,yuv420p,24.975024975025,NaN,NaN,NaN
MusicVideo_480P-7643,MusicVideo,480,121,3.093,3.017,2.945,3.275,0.613,0.579,0.6,0.511,1080,480,yuv420p,30,NaN,NaN,NaN
MusicVideo_480P-7955,MusicVideo,480,116,3.509,3.461,3.569,3.485,0.519,0.473,0.48,0.492,854,480,yuv420p,30,NaN,NaN,NaN
MusicVideo_720P-0355,MusicVideo,720,116,1.907,2.009,1.985,2.115,1.01,1.07,1.039,1.064,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_720P-0752,MusicVideo,720,136,4.365,4.367,4.272,4.036,0.495,0.404,0.421,0.502,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_720P-14f0,MusicVideo,720,120,2.382,2.574,2.486,2.633,0.656,0.604,0.622,0.639,1280,720,yuv420p,30,NaN,NaN,NaN
MusicVideo_720P-2d7d,MusicVideo,720,126,2.988,2.897,2.145,3.103,0.708,0.757,0.85,0.823,1280,720,yuv420p,60,NaN,NaN,NaN
MusicVideo_720P-3698,MusicVideo,720,119,4.378,4.331,4.421,4.282,0.512,0.423,0.416,0.445,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_720P-3b11,MusicVideo,720,109,3.6,3.461,3.436,3.55,0.484,0.526,0.499,0.55,960,720,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_720P-3c4c,MusicVideo,720,152,4.135,4.085,4.116,3.963,0.583,0.434,0.405,0.469,1280,720,yuv420p,25,NaN,NaN,NaN
MusicVideo_720P-4179,MusicVideo,720,116,3.535,3.601,3.565,3.545,0.592,0.548,0.514,0.55,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_720P-44c1,MusicVideo,720,136,4.499,4.406,4.496,4.462,0.422,0.441,0.4,0.402,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_720P-4895,MusicVideo,720,135,4.173,3.998,3.73,3.812,0.606,0.539,0.557,0.553,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
MusicVideo_720P-4ad2,MusicVideo,720,117,3.756,3.775,3.767,3.816,0.44,0.468,0.448,0.479,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_720P-575d,MusicVideo,720,144,3.242,3.507,3.103,3.151,0.762,0.616,0.775,0.753,1280,720,yuv422p10le,30,NaN,NaN,NaN
MusicVideo_720P-5c9c,MusicVideo,720,120,2.471,2.273,2.367,2.204,0.737,0.595,0.685,0.759,1280,720,yuv420p,50,NaN,NaN,NaN
MusicVideo_720P-62df,MusicVideo,720,127,4.246,4.296,4.248,4.021,0.602,0.441,0.458,0.58,1280,720,yuv420p,25,NaN,NaN,NaN
MusicVideo_720P-734f,MusicVideo,720,140,3.848,3.744,4.335,4.002,0.538,0.649,0.52,0.494,1280,720,yuv420p,23.976023976024,NaN,NaN,NaN
MusicVideo_720P-7501,MusicVideo,720,117,2.598,2.545,2.479,2.387,0.605,0.631,0.603,0.54,1280,720,yuv420p,29.97002997003,NaN,NaN,NaN
MusicVideo_720P-7bcf,MusicVideo,720,121,3.536,3.319,3.393,3.103,0.517,0.537,0.513,0.612,1280,720,yuv420p,59.9400630914826,NaN,NaN,NaN
NewsClip_1080P-00c3,NewsClip,1080,141,4.421,4.415,4.458,4.44,0.462,0.422,0.405,0.465,1920,1080,yuv420p,50,NaN,NaN,NaN
NewsClip_1080P-02fd,NewsClip,1080,145,4.159,4.216,4.268,4.215,0.596,0.495,0.474,0.496,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-06df,NewsClip,1080,124,4.489,4.559,4.384,4.283,0.403,0.379,0.486,0.489,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-0abf,NewsClip,1080,122,3.672,3.503,3.182,3.459,0.501,0.474,0.631,0.487,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-0f9a,NewsClip,1080,114,4.026,3.834,3.857,3.963,0.508,0.409,0.513,0.461,1920,1080,yuv422p10le,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-1db0,NewsClip,1080,152,4.141,4.139,4.081,4.234,0.584,0.628,0.49,0.534,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-22b3,NewsClip,1080,113,3.812,3.572,3.293,3.65,0.479,0.54,0.534,0.506,1440,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-25ea,NewsClip,1080,127,4.291,4.186,4.211,4.485,0.469,0.604,0.604,0.396,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-27fb,NewsClip,1080,124,4.002,3.958,3.968,3.935,0.495,0.492,0.482,0.481,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-2eb0,NewsClip,1080,131,4.484,4.533,4.503,4.566,0.413,0.406,0.424,0.409,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-3427,NewsClip,1080,131,4.382,4.514,4.34,4.073,0.487,0.4,0.491,0.447,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-392e,NewsClip,1080,133,4.423,4.403,4.366,4.349,0.479,0.446,0.48,0.435,1920,1080,yuv422p10le,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-3c7c,NewsClip,1080,113,4.462,4.459,4.282,4.188,0.493,0.454,0.523,0.574,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-3cc6,NewsClip,1080,128,3.557,3.502,3.531,3.537,0.565,0.566,0.514,0.486,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-4241,NewsClip,1080,129,3.936,3.713,3.513,4.097,0.507,0.55,0.525,0.637,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-48ae,NewsClip,1080,135,3.887,3.765,3.819,3.763,0.406,0.489,0.481,0.5,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-512d,NewsClip,1080,110,3.607,3.872,3.833,3.561,0.477,0.548,0.519,0.596,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-5386,NewsClip,1080,116,3.935,3.943,3.91,3.965,0.464,0.531,0.458,0.459,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-5a5b,NewsClip,1080,124,2.717,2.457,2.58,2.744,0.744,0.559,0.607,0.602,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-5aa7,NewsClip,1080,136,4.296,3.865,3.88,4.084,0.52,0.532,0.5,0.603,1920,1080,yuv422p10le,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-5b53,NewsClip,1080,126,4.45,4.433,4.382,4.418,0.425,0.43,0.464,0.47,1920,1080,yuv420p,59.9400630914826,NaN,NaN,NaN
NewsClip_1080P-5be1,NewsClip,1080,123,4.065,4.233,4.312,3.86,0.535,0.621,0.502,0.459,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-5c61,NewsClip,1080,122,3.405,3.154,3.353,3.434,0.57,0.712,0.559,0.549,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-632e,NewsClip,1080,113,3.517,3.137,3.375,3.712,0.495,0.658,0.497,0.562,1920,1080,yuv420p,29.97002997003,NaN,NaN,NaN
NewsClip_1080P-6708,NewsClip,1080,127,3.222,3.385,3.347,3.519,0.688,0.549,0.534,0.571,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-6739,NewsClip,1080,123,2.987,2.922,2.749,2.856,0.576,0.545,0.598,0.622,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-67dc,NewsClip,1080,112,3.977,3.963,3.851,4.054,0.463,0.38,0.467,0.572,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-6e81,NewsClip,1080,123,4.223,4.325,4.07,4.063,0.381,0.449,0.418,0.359,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-741f,NewsClip,1080,125,3.928,3.91,3.969,3.845,0.521,0.548,0.542,0.519,1920,1080,yuv422p,25,NaN,NaN,NaN
NewsClip_1080P-7816,NewsClip,1080,141,3.855,3.702,3.76,3.756,0.503,0.47,0.481,0.457,1920,1080,yuv420p,25,NaN,NaN,NaN
NewsClip_1080P-7f69,NewsClip,1080,125,3.705,3.67,3.369,3.281,0.504,0.525,0.585,0.56,1920,1080,yuv422p,25,NaN,NaN,NaN
NewsClip_360P-0376,NewsClip,360,132,3.095,3.105,3.118,3.247,0.562,0.608,0.63,0.532,640,360,yuv420p,30,NaN,NaN,NaN
NewsClip_360P-0ab8,NewsClip,360,115,2.685,3.088,2.99,3.043,0.604,0.722,0.621,0.656,640,360,yuv420p,24,NaN,NaN,NaN
NewsClip_360P-0c17,NewsClip,360,136,2.968,2.66,2.709,2.677,0.624,0.45,0.459,0.465,480,360,yuv420p,23.976023976024,NaN,NaN,NaN
NewsClip_360P-0ff8,NewsClip,360,114,3.518,3.533,3.447,3.449,0.598,0.48,0.581,0.506,640,360,yuv420p,30,NaN,NaN,NaN
NewsClip_360P-1093,NewsClip,360,117,3.1,3.252,3.148,3.163,0.583,0.446,0.461,0.48,480,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-12fc,NewsClip,360,115,2.902,2.918,2.905,2.965,0.586,0.615,0.601,0.642,480,360,yuv420p,23.976023976024,NaN,NaN,NaN
NewsClip_360P-1b1c,NewsClip,360,118,3.514,3.178,3.366,3.389,0.49,0.613,0.507,0.53,640,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-1e1c,NewsClip,360,117,3.254,2.921,3.132,2.998,0.541,0.593,0.411,0.573,480,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-1eae,NewsClip,360,126,3.467,3.526,3.467,3.567,0.501,0.483,0.486,0.452,640,360,yuv420p,30,NaN,NaN,NaN
NewsClip_360P-22ce,NewsClip,360,106,2.698,2.654,2.747,2.552,0.666,0.632,0.679,0.599,480,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-274e,NewsClip,360,115,3.332,3.18,3.301,3.215,0.46,0.494,0.505,0.471,480,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-2986,NewsClip,360,124,2.902,2.676,2.592,2.68,0.648,0.646,0.612,0.621,640,360,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-2c91,NewsClip,360,111,2.859,2.884,2.728,2.502,0.614,0.637,0.527,0.471,480,320,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-311a,NewsClip,360,113,2.447,2.062,2.235,2.492,0.633,0.81,0.672,0.708,480,360,yuv420p,23.976023976024,NaN,NaN,NaN
NewsClip_360P-3451,NewsClip,360,137,2.121,2.323,2.134,2.211,0.733,0.627,0.561,0.471,480,320,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-4288,NewsClip,360,124,3.393,3.442,3.548,3.501,0.507,0.5,0.434,0.455,640,352,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-439a,NewsClip,360,113,3.282,3.245,3.098,3.165,0.486,0.51,0.64,0.522,480,320,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-4417,NewsClip,360,137,2.924,2.773,2.794,2.796,0.64,0.619,0.661,0.688,480,320,yuv420p,25,NaN,NaN,NaN
NewsClip_360P-5052,NewsClip,360,132,2.095,2.248,2.175,2.292,0.675,0.557,0.562,0.519,640,360,yuv420p,29.97002997003,NaN,NaN,NaN
